NanumGothic-Regular,T
SingleDay-Regular,T
0.01589335687458515,0.5570054054260254
0.012885866686701775,0.5692739486694336
0.014819457195699215,0.5414261817932129
0.015215466730296612,0.34560057520866394
0.018277514725923538,0.00043647733400575817
0.01877281442284584,-0.3035425841808319
0.017598873004317284,-0.4478374719619751
0.027792952954769135,-0.4850577712059021
0.06190409138798714,-0.4919808506965637
0.11328566819429398,-0.4953593611717224
0.16971880197525024,-0.4976017475128174
0.2210577428340912,-0.49912023544311523
0.2615886628627777,-0.49980074167251587
0.28990355134010315,-0.4994201362133026
0.3046511709690094,-0.5009639859199524
0.29345688223838806,-0.504252552986145
0.22957786917686462,-0.5004760026931763
0.12365758419036865,-0.4950594902038574
0.009826190769672394,-0.4929264783859253
-0.08774285018444061,-0.4936531186103821
-0.15094269812107086,-0.49512192606925964
-0.18573325872421265,-0.4961636960506439
-0.2058841735124588,-0.4967553913593292
-0.21957406401634216,-0.49715927243232727
-0.22984008491039276,-0.4975283741950989
-0.23770207166671753,-0.49788880348205566
-0.24369436502456665,-0.4982164204120636
-0.24821217358112335,-0.4984660744667053
-0.25156623125076294,-0.49857383966445923
-0.25406378507614136,-0.4985025227069855
