NanumGothic-Regular,T
SingleDay-Regular,T
0.01868550106883049,0.559714138507843
0.016286924481391907,0.5695512294769287
0.015516727231442928,0.5359089970588684
0.015669668093323708,0.3462505042552948
0.017342835664749146,0.03824157267808914
0.01679817959666252,-0.2198525071144104
0.014833495020866394,-0.34083181619644165
0.019992683082818985,-0.3761506676673889
0.04369543492794037,-0.38491061329841614
0.0848487839102745,-0.3888207674026489
0.13494503498077393,-0.3912026882171631
0.18482740223407745,-0.3927857279777527
0.22745640575885773,-0.3940451145172119
0.25962138175964355,-0.39479947090148926
0.2806372344493866,-0.3961491584777832
0.2855205237865448,-0.3994753956794739
0.251798152923584,-0.39682990312576294
0.16676777601242065,-0.3908119797706604
0.060582611709833145,-0.3879522979259491
-0.041343554854393005,-0.38828298449516296
-0.11644304543733597,-0.38978826999664307
-0.1593848615884781,-0.39083969593048096
-0.18272143602371216,-0.3912021219730377
-0.1974063366651535,-0.3912339508533478
-0.20819059014320374,-0.39120247960090637
-0.21653467416763306,-0.39117759466171265
-0.2229621410369873,-0.3911306858062744
-0.22782887518405914,-0.3909933567047119
-0.23145748674869537,-0.39066269993782043
-0.23424115777015686,-0.3900817930698395
