NanumGothic-Regular,T
SingleDay-Regular,T
0.007672435138374567,0.5450726747512817
0.007829677313566208,0.5658066868782043
0.012944351881742477,0.5413194894790649
0.013363832607865334,0.3205519914627075
0.013927626423537731,-0.1055213212966919
0.013404814526438713,-0.4628356695175171
0.016177602112293243,-0.5935708284378052
0.043218325823545456,-0.612520694732666
0.10139758884906769,-0.6175709962844849
0.1722426563501358,-0.6209381818771362
0.23872284591197968,-0.6226375102996826
0.2915155291557312,-0.6223310232162476
0.3282307982444763,-0.6197344064712524
0.3460116386413574,-0.6181817054748535
0.3286004960536957,-0.6225000619888306
0.24454869329929352,-0.6213907599449158
0.11087783426046371,-0.6166725158691406
-0.031119465827941895,-0.614546537399292
-0.14416061341762543,-0.6155088543891907
-0.21081691980361938,-0.6172580718994141
-0.24592120945453644,-0.6185123920440674
-0.26667726039886475,-0.6192636489868164
-0.2812967300415039,-0.6198244094848633
-0.2924056649208069,-0.6203562617301941
-0.30095174908638,-0.6208809614181519
-0.3075575530529022,-0.6213756799697876
-0.31269362568855286,-0.6218048334121704
-0.3167063295841217,-0.6221311092376709
-0.3198832869529724,-0.6223498582839966
-0.32242926955223083,-0.6225142478942871
