NanumGothic-Regular,T
SingleDay-Regular,T
0.013959256932139397,0.5537611842155457
0.010923714376986027,0.5687310099601746
0.014394208788871765,0.5421820878982544
0.014836705289781094,0.3417995572090149
0.01765674352645874,-0.023020461201667786
0.01794334687292576,-0.3472547233104706
0.0175801869481802,-0.4963550865650177
0.031763382256031036,-0.5301207304000854
0.07218973338603973,-0.5360762476921082
0.1290501356124878,-0.5395121574401855
0.18861012160778046,-0.5418263077735901
0.2405911237001419,-0.5431888103485107
0.2802082300186157,-0.5432256460189819
0.30656805634498596,-0.5422124862670898
0.316379189491272,-0.5443307757377625
0.29065245389938354,-0.5468544960021973
0.2062392234802246,-0.5423334836959839
0.08910451084375381,-0.5375553965568542
-0.02850281074643135,-0.536228358745575
-0.12057819217443466,-0.537341833114624
-0.17579394578933716,-0.5388164520263672
-0.20592385530471802,-0.5398241281509399
-0.22419677674770355,-0.5404518842697144
-0.2371092587709427,-0.540939450263977
-0.24688595533370972,-0.5413981676101685
-0.25436872243881226,-0.5418381690979004
-0.26008450984954834,-0.5422348976135254
-0.2644239664077759,-0.5425471663475037
-0.2676868140697479,-0.5427224636077881
-0.270160973072052,-0.5427463054656982
