Fahkwang-SemiBold,M
BarlowCondensed-SemiBold,M
0.6171467304229736,0.5235167741775513
0.5684177875518799,-0.4428803622722626
0.383379727602005,-0.3480238616466522
0.16784663498401642,0.26603037118911743
0.04068731144070625,0.495649516582489
-0.020893221721053123,0.5143897533416748
-0.0636080652475357,0.4727810323238373
-0.11634906381368637,0.38828426599502563
-0.17831766605377197,0.26282790303230286
-0.24548564851284027,0.10245050489902496
-0.3121010661125183,-0.08015348017215729
-0.37243109941482544,-0.23722293972969055
-0.4321960210800171,-0.34205159544944763
-0.4949396848678589,-0.4006332755088806
-0.5486546754837036,-0.43006816506385803
-0.5818711519241333,-0.4415764808654785
-0.6007317304611206,-0.42973288893699646
-0.6111119389533997,-0.39299124479293823
-0.6175816059112549,-0.33421221375465393
-0.6240302920341492,-0.2564418315887451
-0.631438136100769,-0.1644432693719864
-0.6391240358352661,-0.06368526816368103
-0.6461905241012573,0.04166204854846001
-0.6521518230438232,0.1478065699338913
-0.6571155786514282,0.25009146332740784
-0.6616138219833374,0.34186750650405884
-0.6661770939826965,0.41503411531448364
-0.671043872833252,0.46491536498069763
-0.6761404871940613,0.4941914677619934
-0.6809312701225281,0.509871244430542
