Fahkwang-SemiBold,M
BarlowCondensed-SemiBold,M
0.46583256125450134,-0.34916675090789795
0.3898608386516571,-0.4050764739513397
0.3500514626502991,-0.38382312655448914
0.3295346200466156,-0.17127206921577454
0.3043364882469177,0.14192001521587372
0.2808735966682434,0.36160996556282043
0.26152315735816956,0.4502829611301422
0.24169765412807465,0.4625529646873474
0.21432025730609894,0.45467549562454224
0.17604874074459076,0.4515753388404846
0.13267436623573303,0.45271334052085876
0.08985006809234619,0.45582422614097595
0.04749153181910515,0.4654313027858734
0.0025494564324617386,0.4815623164176941
-0.04925752431154251,0.4955734312534332
-0.1082153245806694,0.5015127062797546
-0.1603793501853943,0.4978255033493042
-0.19490638375282288,0.48742106556892395
-0.21671035885810852,0.474999338388443
-0.23196521401405334,0.45949164032936096
-0.24417127668857574,0.43215641379356384
-0.2553642988204956,0.38176754117012024
-0.2675311267375946,0.29965245723724365
-0.28270387649536133,0.17932841181755066
-0.3011319637298584,0.027655581012368202
-0.3204835057258606,-0.12540209293365479
-0.3369658887386322,-0.24477101862430573
-0.3484208285808563,-0.3208177089691162
-0.3569085896015167,-0.3652524948120117
-0.36640387773513794,-0.39371225237846375
