Fahkwang-SemiBold,M
BarlowCondensed-SemiBold,M
0.3407740890979767,-0.42399364709854126
0.31610676646232605,-0.42346444725990295
0.3069208264350891,-0.3711451590061188
0.30671995878219604,-0.1429510861635208
0.30192169547080994,0.17590083181858063
0.29590651392936707,0.4052223563194275
0.29070135951042175,0.5010693073272705
0.29311642050743103,0.5054178833961487
0.29120761156082153,0.4746112823486328
0.27618736028671265,0.45261046290397644
0.2414294183254242,0.44955509901046753
0.18918165564537048,0.4510554373264313
0.13072830438613892,0.44991543889045715
0.07204754650592804,0.45669275522232056
0.0054556336253881454,0.4849839508533478
-0.07765781879425049,0.5126509666442871
-0.17135074734687805,0.5171215534210205
-0.2386111617088318,0.5084748864173889
-0.2674252986907959,0.5083674788475037
-0.27743425965309143,0.5192782878875732
-0.2850654423236847,0.5210425853729248
-0.2920823395252228,0.4739105701446533
-0.2977171242237091,0.33449628949165344
-0.3007723093032837,0.10743310302495956
-0.30544939637184143,-0.13509361445903778
-0.31227269768714905,-0.30723533034324646
-0.31669148802757263,-0.39258894324302673
-0.3211168944835663,-0.4270380735397339
-0.3292916417121887,-0.44140002131462097
-0.3390761613845825,-0.4467456340789795
