Fahkwang-SemiBold,M
BarlowCondensed-SemiBold,M
0.6078384518623352,0.5202613472938538
0.5450210571289062,-0.44096454977989197
0.37925639748573303,-0.375522643327713
0.20093673467636108,0.20836706459522247
0.07844176888465881,0.466587632894516
0.004931674338877201,0.5030165314674377
-0.04547083005309105,0.48209095001220703
-0.09694667160511017,0.4266969859600067
-0.15231962502002716,0.3308873176574707
-0.21099038422107697,0.19764210283756256
-0.2709277868270874,0.031199995428323746
-0.3267616629600525,-0.1401035338640213
-0.3763243556022644,-0.27117717266082764
-0.4263455271720886,-0.352489173412323
-0.47736597061157227,-0.3995162546634674
-0.5185845494270325,-0.4279358685016632
-0.5468002557754517,-0.4385145604610443
-0.566887617111206,-0.4312194287776947
-0.5798678994178772,-0.4089021384716034
-0.5878907442092896,-0.3753197193145752
-0.5943558216094971,-0.33229660987854004
-0.6007994413375854,-0.2795150876045227
-0.6074833869934082,-0.21654736995697021
-0.6142445802688599,-0.14419512450695038
-0.6207831501960754,-0.06456787139177322
-0.626763105392456,0.01955452188849449
-0.6319323778152466,0.10548418760299683
-0.6362300515174866,0.19080381095409393
-0.6397980451583862,0.27255627512931824
-0.642898440361023,0.3463031053543091
