Fahkwang-SemiBold,M
BarlowCondensed-SemiBold,M
0.3954668343067169,-0.412477970123291
0.34779593348503113,-0.41053375601768494
0.3283468186855316,-0.3770274221897125
0.31921806931495667,-0.1655159741640091
0.3065732419490814,0.14775513112545013
0.2959534525871277,0.3773786723613739
0.28877100348472595,0.47620925307273865
0.2864689528942108,0.48513883352279663
0.2786042392253876,0.463142067193985
0.2553654611110687,0.44943034648895264
0.21255062520503998,0.44966837763786316
0.15851092338562012,0.4513757526874542
0.10399902611970901,0.4517849385738373
0.04974149912595749,0.46330657601356506
-0.015035088174045086,0.492334246635437
-0.09516948461532593,0.5118160247802734
-0.1776626855134964,0.5125024914741516
-0.2307189553976059,0.5051395893096924
-0.25450462102890015,0.5038576722145081
-0.2672593891620636,0.5068079233169556
-0.27777355909347534,0.49942827224731445
-0.286941796541214,0.449778288602829
-0.2953166365623474,0.32254716753959656
-0.3022197484970093,0.12063044309616089
-0.3100726902484894,-0.100372314453125
-0.3198752701282501,-0.26832515001296997
-0.3270805776119232,-0.36145666241645813
-0.33339911699295044,-0.40540334582328796
-0.3418302834033966,-0.4257696270942688
-0.35262224078178406,-0.4346342384815216
