Sansita-Regular,I
ShipporiMinchoB1-Bold,I
-0.08224841952323914,0.5622918605804443
0.07242138683795929,0.5591527819633484
-0.008422108367085457,0.550371527671814
-0.0050140200182795525,0.3761026859283447
-0.003446129383519292,0.08240249752998352
-0.004570465534925461,-0.20087498426437378
-0.006315869279205799,-0.3741024434566498
-0.006880806293338537,-0.45042163133621216
-0.0023899758234620094,-0.47897180914878845
0.008432394824922085,-0.49387651681900024
0.023546161130070686,-0.5050094127655029
0.03981378674507141,-0.5134010314941406
0.05484927073121071,-0.519197404384613
0.06770067662000656,-0.5231276154518127
0.07800658047199249,-0.5257295966148376
0.08542328327894211,-0.5270676612854004
0.08970490843057632,-0.5271663069725037
0.09075623750686646,-0.5262089371681213
0.0883869156241417,-0.5243375301361084
0.08187969774007797,-0.5215668082237244
0.06956540048122406,-0.5181516408920288
0.04964129626750946,-0.5150579810142517
0.0234039518982172,-0.5134261250495911
-0.0038040673825889826,-0.5135374665260315
-0.027035336941480637,-0.5148914456367493
-0.04471699148416519,-0.5168756246566772
-0.05760634317994118,-0.5190916061401367
-0.06701842695474625,-0.5213345289230347
-0.07402007281780243,-0.5234984755516052
-0.0793246328830719,-0.5255182981491089
