Nunito-Italic[wght],H
RoadRage-Regular,H
0.5737258195877075,-0.51743483543396
0.5843454599380493,-0.5662696361541748
0.5619277954101562,-0.38217052817344666
0.4960280954837799,-0.025686588138341904
0.4525028169155121,0.2986304461956024
0.42673274874687195,0.5130537748336792
0.4062527120113373,0.5938201546669006
0.3966645896434784,0.6053347587585449
0.3753012716770172,0.5910788178443909
0.332600474357605,0.5635614991188049
0.2681376338005066,0.5416289567947388
0.2009061574935913,0.5196595191955566
0.13968423008918762,0.49532121419906616
0.06649201363325119,0.4814039170742035
-0.04393097385764122,0.5009933710098267
-0.19781407713890076,0.5260849595069885
-0.35063642263412476,0.5184314846992493
-0.45239612460136414,0.5124859809875488
-0.5152349472045898,0.5577855706214905
-0.5413265228271484,0.6080687642097473
-0.530236542224884,0.5922106504440308
-0.5106970071792603,0.4966742992401123
-0.48750922083854675,0.33154240250587463
-0.44612982869148254,0.12669619917869568
-0.40431681275367737,-0.11855409294366837
-0.37546756863594055,-0.36595046520233154
-0.3505284786224365,-0.5132273435592651
-0.3341136574745178,-0.5619110465049744
-0.33196669816970825,-0.57724928855896
-0.33201879262924194,-0.5827893018722534
