Kanit-Regular,E
Mirza-SemiBold,E
0.2237059324979782,0.16543149948120117
0.1612364947795868,0.14973635971546173
0.0984470322728157,0.16931939125061035
-0.0578463152050972,0.16730478405952454
-0.18177829682826996,0.16167660057544708
-0.21440929174423218,0.19015321135520935
-0.21723859012126923,0.340910941362381
-0.21954146027565002,0.5148379802703857
-0.21529033780097961,0.5772320032119751
-0.1952940672636032,0.5708682537078857
0.004415546543896198,0.57188481092453
0.2159646451473236,0.5661302804946899
0.3066653907299042,0.5231401920318604
0.3237910568714142,0.5185924172401428
0.22052116692066193,0.566234827041626
-0.054955992847681046,0.5733176469802856
-0.20423758029937744,0.5635020732879639
-0.22014324367046356,0.5120762586593628
-0.21571847796440125,0.30405670404434204
-0.21107618510723114,0.024469373747706413
-0.21062473952770233,-0.12215088307857513
-0.21827635169029236,-0.17355316877365112
-0.20692721009254456,-0.19591443240642548
-0.16965621709823608,-0.21366414427757263
-0.10039093345403671,-0.22833921015262604
0.023795336484909058,-0.23344004154205322
0.14135028421878815,-0.23000779747962952
0.2140384316444397,-0.22659872472286224
0.2530187666416168,-0.2213984578847885
0.2683108448982239,-0.20892564952373505
