Kanit-Regular,E
Mirza-SemiBold,E
0.22956566512584686,0.1511671543121338
0.16506636142730713,0.13685500621795654
0.10121539980173111,0.15512293577194214
-0.060800567269325256,0.15414674580097198
-0.18952777981758118,0.14988404512405396
-0.22409047186374664,0.17780277132987976
-0.22648994624614716,0.3280447721481323
-0.22934311628341675,0.5064972639083862
-0.2191593199968338,0.5732681751251221
-0.18458080291748047,0.5679558515548706
0.009165707975625992,0.5708361864089966
0.212553009390831,0.5647358894348145
0.3065858781337738,0.5303240418434143
0.3274132311344147,0.5240489840507507
0.21724584698677063,0.5655828714370728
-0.06487753242254257,0.5727714896202087
-0.2116074562072754,0.5625985264778137
-0.22848761081695557,0.5130680799484253
-0.22532068192958832,0.31680071353912354
-0.22183182835578918,0.03510915860533714
-0.2211417406797409,-0.12733381986618042
-0.22612804174423218,-0.18761180341243744
-0.21543598175048828,-0.21351923048496246
-0.18167147040367126,-0.23277658224105835
-0.11870848387479782,-0.24809594452381134
0.0009446429903618991,-0.25410711765289307
0.12607060372829437,-0.25175467133522034
0.20544981956481934,-0.24839931726455688
0.24934497475624084,-0.24500107765197754
0.26784440875053406,-0.2357030063867569
