Kanit-Regular,E
Mirza-SemiBold,E
0.23967893421649933,0.12758691608905792
0.17242103815078735,0.11600778996944427
0.10682476311922073,0.12976251542568207
-0.06532885879278183,0.13011856377124786
-0.2034127414226532,0.1283854991197586
-0.2426348328590393,0.1548435539007187
-0.24475151300430298,0.30196061730384827
-0.24827927350997925,0.48843443393707275
-0.22989396750926971,0.5634280443191528
-0.1681409478187561,0.5643565654754639
0.010656486265361309,0.5688607692718506
0.20300203561782837,0.563340961933136
0.3052869141101837,0.5430726408958435
0.3328056037425995,0.5351092219352722
0.21066337823867798,0.5643633604049683
-0.0837884396314621,0.5715281963348389
-0.2266351580619812,0.5608506202697754
-0.24493815004825592,0.5121025443077087
-0.2436230480670929,0.3300807774066925
-0.24168622493743896,0.046218857169151306
-0.24135403335094452,-0.141742542386055
-0.24263165891170502,-0.21952444314956665
-0.2318124920129776,-0.2528162896633148
-0.2022465616464615,-0.27500689029693604
-0.1479036659002304,-0.2911788821220398
-0.03730793669819832,-0.2978706359863281
0.09897207468748093,-0.2973652482032776
0.19122536480426788,-0.2940911650657654
0.24401193857192993,-0.29282766580581665
0.26830723881721497,-0.2886792719364166
