Kanit-Regular,E
Mirza-SemiBold,E
0.260932594537735,0.0843081846833229
0.1914217323064804,0.07720085978507996
0.12264027446508408,0.08010919392108917
-0.06701353192329407,0.08060295879840851
-0.22792203724384308,0.08349349349737167
-0.28363126516342163,0.10484436899423599
-0.2869647741317749,0.23398682475090027
-0.28807762265205383,0.4345935583114624
-0.2725638449192047,0.5415563583374023
-0.19887492060661316,0.5629379749298096
-0.045903854072093964,0.5686752200126648
0.14496269822120667,0.5666102170944214
0.27896392345428467,0.5642491579055786
0.3311097025871277,0.5613795518875122
0.20414476096630096,0.5647908449172974
-0.10986527800559998,0.5711104869842529
-0.2624943256378174,0.5605999231338501
-0.28455203771591187,0.5068801045417786
-0.28593817353248596,0.3307473361492157
-0.2862357795238495,0.027074092999100685
-0.2873443067073822,-0.20731382071971893
-0.2851950228214264,-0.3159644305706024
-0.2728586494922638,-0.36289748549461365
-0.2458467185497284,-0.38872209191322327
-0.20051860809326172,-0.40389126539230347
-0.10688626766204834,-0.408181369304657
0.04364178329706192,-0.4091380834579468
0.17032097280025482,-0.4075116217136383
0.245173379778862,-0.40629926323890686
0.2809538245201111,-0.40697240829467773
