Kanit-Regular,E
Mirza-SemiBold,E
0.2639995515346527,0.07594673335552216
0.1964762657880783,0.07018895447254181
0.1265435665845871,0.07168658822774887
-0.06575360149145126,0.07178501039743423
-0.2316676378250122,0.0751538872718811
-0.2915774881839752,0.09508324414491653
-0.2954513430595398,0.21940922737121582
-0.29583898186683655,0.42194584012031555
-0.2828764319419861,0.5379055738449097
-0.21420438587665558,0.5632356405258179
-0.06662660092115402,0.5693807601928711
0.12467170506715775,0.5679522752761841
0.2673660218715668,0.5674578547477722
0.32738369703292847,0.56706702709198
0.20420023798942566,0.5661094188690186
-0.11277847737073898,0.5718002319335938
-0.26985087990760803,0.5613768100738525
-0.29270169138908386,0.5058391094207764
-0.29443347454071045,0.32692936062812805
-0.29508718848228455,0.015918796882033348
-0.2964276671409607,-0.2254067212343216
-0.29402756690979004,-0.33718636631965637
-0.2813818156719208,-0.385301798582077
-0.25424644351005554,-0.4109506607055664
-0.20956553518772125,-0.4254431426525116
-0.11854242533445358,-0.42892542481422424
0.0331997275352478,-0.42961958050727844
0.16764627397060394,-0.4286709427833557
0.2478386014699936,-0.42698055505752563
0.2857420742511749,-0.4275099039077759
