Kanit-Regular,E
Mirza-SemiBold,E
0.2531745731830597,0.10064434260129929
0.18284127116203308,0.09168130159378052
0.11563409864902496,0.09815889596939087
-0.06811902672052383,0.09908510744571686
-0.2195659726858139,0.10054858028888702
-0.2677129805088043,0.1243596225976944
-0.27029889822006226,0.2621881365776062
-0.2727908194065094,0.4579276442527771
-0.2529838979244232,0.549183189868927
-0.17503266036510468,0.5628393292427063
-0.013104117475450039,0.5678718090057373
0.1760576218366623,0.564419686794281
0.29489967226982117,0.557051420211792
0.3345397710800171,0.5505865216255188
0.20468376576900482,0.5636019110679626
-0.10279687494039536,0.5704872608184814
-0.24821411073207855,0.5597866773605347
-0.2686178684234619,0.5087721347808838
-0.26912689208984375,0.33413469791412354
-0.2686406970024109,0.041611719876527786
-0.26919329166412354,-0.1760846972465515
-0.26781538128852844,-0.2750189006328583
-0.25606194138526917,-0.3178022801876068
-0.2287883460521698,-0.34302377700805664
-0.18115085363388062,-0.359121710062027
-0.0814153403043747,-0.36483511328697205
0.06509696692228317,-0.36577364802360535
0.17696741223335266,-0.3631508946418762
0.24223797023296356,-0.36255204677581787
0.27366358041763306,-0.3625358045101166
