Kanit-Regular,E
Mirza-SemiBold,E
0.23482033610343933,0.1385960727930069
0.16883628070354462,0.12574243545532227
0.104032963514328,0.14195702970027924
-0.0632912889122963,0.1417527049779892
-0.19677411019802094,0.1387815624475479
-0.2335507869720459,0.16598987579345703
-0.23572270572185516,0.3149975836277008
-0.23902550339698792,0.49765557050704956
-0.2241022288799286,0.5685752034187317
-0.1749676913022995,0.5657613277435303
0.011471148580312729,0.5697805881500244
0.20834380388259888,0.5637945532798767
0.30626580119132996,0.5370327830314636
0.3304932117462158,0.5296330451965332
0.21384300291538239,0.5649483799934387
-0.07477398961782455,0.5721532106399536
-0.2191508263349533,0.5616750717163086
-0.23678867518901825,0.5129072070121765
-0.23463834822177887,0.3250456154346466
-0.2320249378681183,0.0423344224691391
-0.23144225776195526,-0.13375407457351685
-0.23431944847106934,-0.2029925137758255
-0.2237037569284439,-0.23259784281253815
-0.19243161380290985,-0.25336378812789917
-0.13436250388622284,-0.2691895365715027
-0.019392704591155052,-0.2757103145122528
0.11191640049219131,-0.2743583023548126
0.19781170785427094,-0.27102601528167725
0.24630364775657654,-0.2689124643802643
0.2678232789039612,-0.2624259889125824
