Kanit-Regular,E
Mirza-SemiBold,E
0.21708069741725922,0.18144382536411285
0.15767286717891693,0.16501058638095856
0.09613807499408722,0.18465451896190643
-0.05414964258670807,0.18120281398296356
-0.17362676560878754,0.17405928671360016
-0.20477570593357086,0.2025955319404602
-0.20822180807590485,0.35297465324401855
-0.20999976992607117,0.5222617387771606
-0.21303299069404602,0.5804301500320435
-0.20645160973072052,0.574192464351654
-0.0024367074947804213,0.572807788848877
0.2186036854982376,0.5678693056106567
0.3068161606788635,0.5157599449157715
0.319966584444046,0.5133827924728394
0.22359266877174377,0.5668642520904541
-0.04567836597561836,0.5737372040748596
-0.1973060816526413,0.5642679929733276
-0.21193638443946838,0.509373664855957
-0.20594565570354462,0.28589770197868347
-0.1998305320739746,0.01108087133616209
-0.20026354491710663,-0.11781249195337296
-0.21112436056137085,-0.16106995940208435
-0.19817952811717987,-0.1801123321056366
-0.1562134027481079,-0.19641099870204926
-0.07919959723949432,-0.21032601594924927
0.04850592464208603,-0.2140876054763794
0.15735137462615967,-0.20963884890079498
0.22333131730556488,-0.20602363348007202
0.2572193741798401,-0.19845731556415558
0.26925110816955566,-0.18266838788986206
