Kanit-Regular,E
Mirza-SemiBold,E
0.2443089634180069,0.11785846948623657
0.17584241926670074,0.10729324072599411
0.10963300615549088,0.11846674978733063
-0.06684903055429459,0.1191924586892128
-0.20939946174621582,0.11863186955451965
-0.25130710005760193,0.14430369436740875
-0.25349530577659607,0.2889041006565094
-0.2569368779659271,0.4787890911102295
-0.23659075796604156,0.5582824945449829
-0.16568335890769958,0.5635408759117126
0.006323268171399832,0.5682072043418884
0.19613036513328552,0.5633352994918823
0.30326583981513977,0.5483524799346924
0.33424440026283264,0.5403708219528198
0.20797063410282135,0.5638860464096069
-0.0914962962269783,0.5709823369979858
-0.23395977914333344,0.560217559337616
-0.25291740894317627,0.5110040903091431
-0.2523016929626465,0.33288392424583435
-0.2509138584136963,0.04712885990738869
-0.2508743107318878,-0.15147176384925842
-0.2509724795818329,-0.237100288271904
-0.23984839022159576,-0.2738932967185974
-0.21141332387924194,-0.2973395586013794
-0.15990017354488373,-0.3136760890483856
-0.0532454214990139,-0.32025736570358276
0.08708469569683075,-0.3204185664653778
0.18566502630710602,-0.3172699809074402
0.24256040155887604,-0.31650176644325256
0.269392192363739,-0.3141939640045166
