Buenard-Regular,Q
Oxygen-Bold,Q
-0.05202976241707802,-0.5249952673912048
0.03448772057890892,-0.5289261937141418
0.10113117098808289,-0.5168620944023132
0.19202572107315063,-0.49676355719566345
0.267089307308197,-0.4627686142921448
0.3341677784919739,-0.4083387851715088
0.3987838327884674,-0.32461631298065186
0.45585474371910095,-0.21248531341552734
0.4895738363265991,-0.08917000144720078
0.49574652314186096,0.050552260130643845
0.48236367106437683,0.19053161144256592
0.4523427188396454,0.31094056367874146
0.4016376733779907,0.41643697023391724
0.32908618450164795,0.5079307556152344
0.23698346316814423,0.57188880443573
0.12348427623510361,0.609333872795105
-0.014635225757956505,0.6240674257278442
-0.1603168398141861,0.5991559028625488
-0.30040088295936584,0.5262150764465332
-0.4080219566822052,0.4082462191581726
-0.4697795808315277,0.2640995979309082
-0.4969797432422638,0.10853588581085205
-0.49771618843078613,-0.035737257450819016
-0.47566357254981995,-0.16235028207302094
-0.4338304102420807,-0.2720574140548706
-0.37875694036483765,-0.3616556227207184
-0.31748589873313904,-0.4262266457080841
-0.25675588846206665,-0.46767935156822205
-0.2038208246231079,-0.4927884638309479
-0.16192206740379333,-0.5079512596130371
