Buenard-Regular,Q
Oxygen-Bold,Q
-0.052404943853616714,-0.5300252437591553
0.03936625272035599,-0.5337777733802795
0.10482075810432434,-0.5220394134521484
0.19540807604789734,-0.5018278956413269
0.27033278346061707,-0.46773847937583923
0.33710914850234985,-0.4133492410182953
0.4010256230831146,-0.32989633083343506
0.45701685547828674,-0.2182767242193222
0.4898301064968109,-0.0951957181096077
0.4956802725791931,0.04429688677191734
0.4825855493545532,0.18331581354141235
0.453529953956604,0.30296191573143005
0.4043758809566498,0.4082634449005127
0.33350953459739685,0.4993329644203186
0.24306288361549377,0.5628721714019775
0.13141942024230957,0.6000441312789917
-0.007162558380514383,0.6163236498832703
-0.15568198263645172,0.5943038463592529
-0.29779839515686035,0.5232583284378052
-0.406423419713974,0.4067220687866211
-0.46853843331336975,0.2634342312812805
-0.4961489737033844,0.10736741125583649
-0.4974604845046997,-0.038196954876184464
-0.47586914896965027,-0.1660580188035965
-0.43434029817581177,-0.2766180634498596
-0.37949347496032715,-0.3667054772377014
-0.3183753788471222,-0.43144917488098145
-0.25782492756843567,-0.4729086756706238
-0.20515824854373932,-0.4980175495147705
-0.1635788530111313,-0.5132275223731995
