Buenard-Regular,Q
Oxygen-Bold,Q
-0.05254289135336876,-0.5349929928779602
0.04444713145494461,-0.5385763049125671
0.10869259387254715,-0.5271575450897217
0.19897234439849854,-0.5067993402481079
0.27377453446388245,-0.47255516052246094
0.34027230739593506,-0.4181132912635803
0.40349081158638,-0.33479931950569153
0.4583457112312317,-0.22357046604156494
0.4901469945907593,-0.10059276223182678
0.4955804646015167,0.038744378834962845
0.482686311006546,0.17675945162773132
0.4544631242752075,0.2955915331840515
0.4066750705242157,0.4006914794445038
0.337314248085022,0.4913520812988281
0.2483571171760559,0.5544010400772095
0.13837885856628418,0.5910930633544922
-0.0003448855131864548,0.6083762645721436
-0.15152104198932648,0.589126467704773
-0.2955664098262787,0.519983172416687
-0.4050378203392029,0.4047914743423462
-0.4674051105976105,0.26224952936172485
-0.49534425139427185,0.10561554878950119
-0.4971449077129364,-0.041232239454984665
-0.47591596841812134,-0.17031024396419525
-0.43459752202033997,-0.2816776931285858
-0.3799195885658264,-0.3721519708633423
-0.3189305067062378,-0.43692702054977417
-0.25858259201049805,-0.4782751202583313
-0.20624247193336487,-0.5033059120178223
-0.1650497317314148,-0.5185136198997498
