Buenard-Regular,Q
Oxygen-Bold,Q
-0.05236220732331276,-0.5446749925613403
0.05520768463611603,-0.5480054616928101
0.11699572950601578,-0.5371781587600708
0.20666532218456268,-0.5164269804954529
0.2812652289867401,-0.48169398307800293
0.3472554683685303,-0.42687126994132996
0.40905243158340454,-0.343440443277359
0.46144652366638184,-0.2326161116361618
0.490926593542099,-0.1094203069806099
0.49527543783187866,0.029749738052487373
0.4825552701950073,0.16560408473014832
0.455626904964447,0.2827025055885315
0.4100171625614166,0.38737350702285767
0.3430807888507843,0.4772476851940155
0.25652480125427246,0.5391806364059448
0.14905878901481628,0.574615478515625
0.010517511516809464,0.5923911333084106
-0.14528894424438477,0.577747106552124
-0.2926919758319855,0.5122150778770447
-0.40322181582450867,0.3993430733680725
-0.46564435958862305,0.2579173743724823
-0.4939059019088745,0.10000474005937576
-0.49634528160095215,-0.0492917001247406
-0.47548025846481323,-0.18063916265964508
-0.43426787853240967,-0.29342055320739746
-0.3797455132007599,-0.38428646326065063
-0.31894993782043457,-0.44863760471343994
-0.25909939408302307,-0.48937666416168213
-0.20760910212993622,-0.5140032768249512
-0.16741114854812622,-0.5290493369102478
