Buenard-Regular,Q
Oxygen-Bold,Q
-0.052157651633024216,-0.5493617057800293
0.0608849823474884,-0.5526295304298401
0.12143513560295105,-0.5420624613761902
0.21080411970615387,-0.5210664868354797
0.28531911969184875,-0.48600172996520996
0.35106736421585083,-0.43085503578186035
0.4121229648590088,-0.34717023372650146
0.46318304538726807,-0.23635618388652802
0.49136582016944885,-0.1128278523683548
0.49506497383117676,0.02628479339182377
0.4823363125324249,0.1609715074300766
0.4558875858783722,0.2771739959716797
0.41109997034072876,0.3816175162792206
0.3450750708580017,0.4710976183414459
0.2594108581542969,0.5324146151542664
0.15273955464363098,0.5671730041503906
0.014276539906859398,0.5846070051193237
-0.14349016547203064,0.571584165096283
-0.29222917556762695,0.5076335668563843
-0.4029027223587036,0.39569589495658875
-0.465081125497818,0.2546123266220093
-0.49330639839172363,0.09599599987268448
-0.4958641231060028,-0.05443102493882179
-0.4749734401702881,-0.18679870665073395
-0.4336484968662262,-0.3001505434513092
-0.37911513447761536,-0.39097997546195984
-0.31839272379875183,-0.454849511384964
-0.258851557970047,-0.49508216977119446
-0.20789511501789093,-0.5193809270858765
-0.16831336915493011,-0.5342668294906616
