Buenard-Regular,Q
Oxygen-Bold,Q
-0.05194096639752388,-0.5539312362670898
0.0667589008808136,-0.5571876168251038
0.12607160210609436,-0.5468517541885376
0.21514271199703217,-0.5255802273750305
0.28957945108413696,-0.4901280701160431
0.3550839126110077,-0.4345727860927582
0.41536441445350647,-0.35050714015960693
0.465015172958374,-0.2395743578672409
0.491819828748703,-0.11556264758110046
0.4948107898235321,0.02347707375884056
0.48202183842658997,0.15693363547325134
0.45595312118530273,0.27223628759384155
0.41182032227516174,0.3764452636241913
0.346510112285614,0.46551766991615295
0.2615278959274292,0.5261763334274292
0.15534242987632751,0.5602544546127319
0.016819873824715614,0.5770903825759888
-0.14269113540649414,0.5651682615280151
-0.29248660802841187,0.5025603175163269
-0.4030137360095978,0.39138785004615784
-0.4647507965564728,0.25048333406448364
-0.49279841780662537,0.09112127870321274
-0.49532726407051086,-0.060360200703144073
-0.4742608964443207,-0.19365493953227997
-0.43271467089653015,-0.30746227502822876
-0.3781173825263977,-0.3980741500854492
-0.3174617886543274,-0.4612712860107422
-0.2582811415195465,-0.5008643269538879
-0.20793643593788147,-0.5247545838356018
-0.16905292868614197,-0.5394297242164612
