Buenard-Regular,Q
Oxygen-Bold,Q
-0.05250835791230202,-0.5398811101913452
0.04972796514630318,-0.5433197021484375
0.1127496138215065,-0.5322068333625793
0.20272301137447357,-0.5116686224937439
0.27741771936416626,-0.4772096574306488
0.34365546703338623,-0.4226227104663849
0.4061703085899353,-0.3393160104751587
0.459827721118927,-0.2283531129360199
0.49051615595817566,-0.10533937066793442
0.49544617533683777,0.033897507935762405
0.4826739728450775,0.17085973918437958
0.4551570415496826,0.28883859515190125
0.40854930877685547,0.3937285542488098
0.34050074219703674,0.4839931130409241
0.25284484028816223,0.5465035438537598
0.1442718803882599,0.5825952887535095
0.005604882724583149,0.6003539562225342
-0.14800608158111572,0.5836052894592285
-0.2938297688961029,0.5163199305534363
-0.4039485454559326,0.4023573100566864
-0.46642768383026123,0.260440468788147
-0.4945899248123169,0.1031891480088234
-0.4967723786830902,-0.044909387826919556
-0.4757906496524811,-0.17515528202056885
-0.4345795810222626,-0.28726911544799805
-0.38000988960266113,-0.3780096471309662
-0.31912732124328613,-0.4426586925983429
-0.2590104937553406,-0.4837687015533447
-0.20706062018871307,-0.5086394548416138
-0.16632679104804993,-0.5237929821014404
