Buenard-Regular,Q
Oxygen-Bold,Q
-0.051354922354221344,-0.5199205279350281
0.02981569990515709,-0.5240232944488525
0.09762340039014816,-0.5116347670555115
0.18882198631763458,-0.49161574244499207
0.26404187083244324,-0.4576551914215088
0.3314500153064728,-0.4030914306640625
0.39677292108535767,-0.3189709186553955
0.4548698663711548,-0.20621414482593536
0.48938438296318054,-0.08254282176494598
0.49577799439430237,0.05749909579753876
0.4820115864276886,0.19840013980865479
0.4508875608444214,0.31950896978378296
0.3984523117542267,0.4251953661441803
0.3240587115287781,0.5171226859092712
0.23016464710235596,0.5813857316970825
0.11471967399120331,0.618804931640625
-0.022524751722812653,0.6315047740936279
-0.16524741053581238,0.6037207841873169
-0.3032369315624237,0.5289324522018433
-0.4097399115562439,0.4094744622707367
-0.4710750877857208,0.26435840129852295
-0.497810423374176,0.10921163111925125
-0.4979079067707062,-0.03379072621464729
-0.4753125309944153,-0.1591421216726303
-0.433091402053833,-0.26796337962150574
-0.3777383267879486,-0.3569856286048889
-0.31629136204719543,-0.4212579131126404
-0.2554011642932892,-0.46259593963623047
-0.20225058495998383,-0.4876330494880676
-0.1600944697856903,-0.5027025938034058
