Scada-Bold,S
Cookie-Regular,S
-0.05324055999517441,-0.5351887345314026
0.1318008154630661,-0.5449815988540649
0.29660850763320923,-0.4911012053489685
0.351078599691391,-0.36410027742385864
0.368429571390152,-0.22007326781749725
0.34547969698905945,-0.061739157885313034
0.2431112825870514,0.09823369234800339
0.08931867778301239,0.05178207531571388
-0.21269617974758148,-0.10883226990699768
-0.11070091277360916,-0.04942353069782257
0.03844722360372543,0.0280905794352293
0.14108920097351074,0.07126472890377045
0.2310969978570938,0.1444453001022339
0.28287971019744873,0.25113362073898315
0.2798677086830139,0.3805267810821533
0.2241768091917038,0.49149394035339355
0.13043548166751862,0.5602827072143555
0.00985335186123848,0.5884800553321838
-0.11852195858955383,0.5877191424369812
-0.2242295742034912,0.5618946552276611
-0.2929449677467346,0.5182015895843506
-0.3223932385444641,0.45208677649497986
-0.3202486038208008,0.34902477264404297
-0.2873084247112274,0.21918261051177979
-0.25057050585746765,0.053293123841285706
-0.2436247318983078,-0.15627168118953705
-0.25239241123199463,-0.3326202630996704
-0.24148774147033691,-0.4260718524456024
-0.2060142308473587,-0.4741513133049011
-0.16313327848911285,-0.5019451975822449
