Scada-Bold,S
Cookie-Regular,S
-0.025116583332419395,-0.4339231848716736
0.11026377230882645,-0.4413757026195526
0.25848591327667236,-0.39350536465644836
0.30318567156791687,-0.2699938714504242
0.3185250461101532,-0.13618412613868713
0.2844313085079193,0.0078117637895047665
0.18136943876743317,0.14966042339801788
-0.023929445073008537,0.03225819021463394
-0.16998393833637238,-0.07784614711999893
-0.04126053303480148,0.021864229813218117
0.05786527693271637,0.08442272990942001
0.14940588176250458,0.138165682554245
0.23387110233306885,0.2164403200149536
0.2688923180103302,0.3237164318561554
0.24490608274936676,0.4442737400531769
0.172250896692276,0.544633686542511
0.0685158222913742,0.598583459854126
-0.04818020388484001,0.6149240732192993
-0.15751227736473083,0.6026961803436279
-0.2455519288778305,0.5719101428985596
-0.30223459005355835,0.529023289680481
-0.3253142535686493,0.46456092596054077
-0.3168489634990692,0.37251755595207214
-0.28135016560554504,0.26724958419799805
-0.23862291872501373,0.1378020942211151
-0.21960292756557465,-0.03279530256986618
-0.2219933122396469,-0.1971587985754013
-0.2141893059015274,-0.29740607738494873
-0.18195021152496338,-0.3495171070098877
-0.13951946794986725,-0.38027533888816833
