Scada-Bold,S
Cookie-Regular,S
-0.024186884984374046,-0.37478768825531006
0.09702806174755096,-0.38629525899887085
0.2344481348991394,-0.33455896377563477
0.2753303050994873,-0.21026280522346497
0.28659704327583313,-0.07881024479866028
0.23489858210086823,0.0657813623547554
0.13090313971042633,0.16706344485282898
-0.1087094247341156,-0.009016210213303566
-0.11612433940172195,-0.02128005586564541
-0.003035610541701317,0.07805737107992172
0.08430010080337524,0.12792927026748657
0.17709074914455414,0.1884784698486328
0.247650146484375,0.27569448947906494
0.2582399249076843,0.3852287828922272
0.21117237210273743,0.500361442565918
0.12370339035987854,0.5824164748191833
0.014412593096494675,0.6187939047813416
-0.09658186882734299,0.622129499912262
-0.19475817680358887,0.6014513969421387
-0.26901116967201233,0.5678049921989441
-0.31270280480384827,0.5223623514175415
-0.3250666856765747,0.45137155055999756
-0.3069605529308319,0.35972660779953003
-0.26644930243492126,0.25743088126182556
-0.2255246490240097,0.12680181860923767
-0.21027320623397827,-0.03796771168708801
-0.2103423923254013,-0.1808762550354004
-0.19609756767749786,-0.26113542914390564
-0.16053222119808197,-0.30398523807525635
-0.11904273927211761,-0.3303702473640442
