Scada-Bold,S
Cookie-Regular,S
-0.023416737094521523,-0.3950057327747345
0.10148198157548904,-0.40465807914733887
0.24321527779102325,-0.35494256019592285
0.2854582369327545,-0.23112031817436218
0.29850465059280396,-0.09939015656709671
0.25406402349472046,0.04415507614612579
0.15045222640037537,0.16373401880264282
-0.08175808191299438,0.005489875562489033
-0.13733471930027008,-0.04406575486063957
-0.016526054590940475,0.058915335685014725
0.07363313436508179,0.11176864057779312
0.16543695330619812,0.1697525680065155
0.2424345165491104,0.2532486617565155
0.26310738921165466,0.3619893193244934
0.22467100620269775,0.4794555902481079
0.14246714115142822,0.5693193674087524
0.034720562398433685,0.6123377084732056
-0.07866766303777695,0.6205536723136902
-0.18090136349201202,0.6027268171310425
-0.2603648006916046,0.5699750185012817
-0.30896782875061035,0.5257622599601746
-0.3255499005317688,0.45760372281074524
-0.3111822307109833,0.3659536838531494
-0.27250784635543823,0.26334115862846375
-0.23048552870750427,0.13456597924232483
-0.21334072947502136,-0.031644057482481
-0.21428020298480988,-0.18286913633346558
-0.20275753736495972,-0.2709336578845978
-0.16858522593975067,-0.31731951236724854
-0.12668056786060333,-0.3454313278198242
