Scada-Bold,S
Cookie-Regular,S
-0.03865658864378929,-0.5040919780731201
0.12425971776247025,-0.5117573738098145
0.2836887836456299,-0.461348295211792
0.33424538373947144,-0.33635154366493225
0.3515918552875519,-0.19598397612571716
0.32742199301719666,-0.0438627228140831
0.2258385270833969,0.11474312096834183
0.0648580938577652,0.05390333756804466
-0.20221833884716034,-0.10813245177268982
-0.08832329511642456,-0.03433135524392128
0.04126334190368652,0.043106939643621445
0.13943375647068024,0.09014453738927841
0.22898247838020325,0.16419897973537445
0.27762123942375183,0.27044597268104553
0.27040156722068787,0.39686670899391174
0.21084453165531158,0.5059583783149719
0.11459329724311829,0.5721260905265808
-0.005039747804403305,0.5981869697570801
-0.12713900208473206,0.5946084260940552
-0.22769682109355927,0.5673693418502808
-0.29419413208961487,0.5244858860969543
-0.3233780860900879,0.46064770221710205
-0.3206510543823242,0.3635864555835724
-0.28806260228157043,0.24526827037334442
-0.24755099415779114,0.09792828559875488
-0.23369291424751282,-0.0947493240237236
-0.2404981553554535,-0.2738390266895294
-0.23311235010623932,-0.3776512145996094
-0.19984859228134155,-0.43084877729415894
-0.15676181018352509,-0.4615536332130432
