Scada-Bold,S
Cookie-Regular,S
-0.02688373439013958,-0.3543434739112854
0.0946325734257698,-0.3679327666759491
0.2263878583908081,-0.31311503052711487
0.2652445435523987,-0.18746088445186615
0.27324315905570984,-0.05529024079442024
0.21170903742313385,0.09157434850931168
0.10577670484781265,0.1651684194803238
-0.13213253021240234,-0.020795471966266632
-0.09308302402496338,0.006460181903094053
0.012395728379487991,0.09738827496767044
0.09794926643371582,0.14636629819869995
0.1913764774799347,0.21024075150489807
0.2524586319923401,0.3020169138908386
0.25056833028793335,0.4124296307563782
0.19416233897209167,0.5236591100692749
0.10137247294187546,0.5957580804824829
-0.008724043145775795,0.6247247457504272
-0.11668284237384796,0.6227195858955383
-0.2101205736398697,0.5993579626083374
-0.2783740162849426,0.5649363994598389
-0.31647077202796936,0.5176810026168823
-0.3238934278488159,0.44326749444007874
-0.3016248643398285,0.35163289308547974
-0.25928089022636414,0.24878433346748352
-0.2201911211013794,0.11478017270565033
-0.20726324617862701,-0.04827209934592247
-0.20606455206871033,-0.18132242560386658
-0.18856927752494812,-0.25311779975891113
-0.1515406221151352,-0.2922591269016266
-0.11067668348550797,-0.3167598247528076
