Scada-Bold,S
Cookie-Regular,S
-0.03357218950986862,-0.48750749230384827
0.12071195244789124,-0.49464908242225647
0.27742305397987366,-0.44551801681518555
0.32633113861083984,-0.3212885558605194
0.3434935212135315,-0.18271663784980774
0.3179507851600647,-0.033360280096530914
0.21627435088157654,0.12327849864959717
0.04818423092365265,0.052440956234931946
-0.19623127579689026,-0.10455192625522614
-0.07705485075712204,-0.02345648780465126
0.043805480003356934,0.051970046013593674
0.1398095190525055,0.10065162181854248
0.2287910431623459,0.17528460919857025
0.2752818465232849,0.28149840235710144
0.2651679515838623,0.40638330578804016
0.20310768485069275,0.5141832232475281
0.10525573790073395,0.5783765316009521
-0.013888566754758358,0.6027714014053345
-0.13286209106445312,0.597426176071167
-0.23066358268260956,0.5693949460983276
-0.29544493556022644,0.5267460346221924
-0.3238888680934906,0.4634722173213959
-0.32038551568984985,0.3684227168560028
-0.2875502407550812,0.25446847081184387
-0.24600721895694733,0.1137796938419342
-0.2297113537788391,-0.07154592871665955
-0.23525233566761017,-0.2487597018480301
-0.22868509590625763,-0.3547321856021881
-0.19624806940555573,-0.4091910421848297
-0.153251513838768,-0.4406834840774536
