Mplus1p-Bold,R
Prompt-Italic,R
-0.1084248349070549,-0.5452600717544556
0.24633726477622986,-0.5412606000900269
0.41104456782341003,-0.4839780628681183
0.4813027083873749,-0.3632565438747406
0.4780837595462799,-0.22438552975654602
0.41762420535087585,-0.07657940685749054
0.2730426490306854,0.03863583132624626
0.08088241517543793,0.07694856822490692
-0.17620530724525452,0.06749754399061203
-0.139549121260643,0.07089975476264954
0.06903579831123352,0.07270413637161255
0.12276601046323776,0.16249334812164307
0.21371135115623474,0.4153973460197449
0.28012871742248535,0.5672001838684082
0.3522385358810425,0.6140000820159912
0.2575303018093109,0.5544501543045044
0.21024617552757263,0.41824665665626526
0.13733826577663422,0.4233383238315582
-0.01314594130963087,0.4910905063152313
-0.16316431760787964,0.5257603526115417
-0.29506269097328186,0.5151180624961853
-0.38495755195617676,0.511889636516571
-0.45134294033050537,0.5768975615501404
-0.48068612813949585,0.6156964302062988
-0.43694788217544556,0.565168559551239
-0.39513587951660156,0.4164520502090454
-0.33803269267082214,0.18580107390880585
-0.26963961124420166,-0.13589023053646088
-0.21952389180660248,-0.4223805069923401
-0.18595972657203674,-0.5220752954483032
