Mplus1p-Bold,R
Prompt-Italic,R
-0.11636034399271011,-0.5484604835510254
0.22923903167247772,-0.544579029083252
0.3929573893547058,-0.4874500334262848
0.4661542475223541,-0.367591917514801
0.46633151173591614,-0.22952686250209808
0.410671591758728,-0.08180840313434601
0.2724151015281677,0.03308887407183647
0.08631971478462219,0.07260655611753464
-0.17261841893196106,0.06422679871320724
-0.1462753862142563,0.06677256524562836
0.06454592198133469,0.06841336190700531
0.11855565011501312,0.1419551819562912
0.21058401465415955,0.3867591917514801
0.2771800458431244,0.5538590550422668
0.3523547053337097,0.6080678701400757
0.27080678939819336,0.5552016496658325
0.21869906783103943,0.4210551679134369
0.14765605330467224,0.4210658073425293
0.000821633089799434,0.48748666048049927
-0.14916206896305084,0.524132251739502
-0.28192266821861267,0.514655590057373
-0.3731757700443268,0.5072016716003418
-0.43496036529541016,0.5665715932846069
-0.4628913998603821,0.6091073751449585
-0.42484548687934875,0.5590076446533203
-0.3869192600250244,0.4036281406879425
-0.33281221985816956,0.16655029356479645
-0.2709558606147766,-0.15392319858074188
-0.2279340922832489,-0.4296184480190277
-0.1973385214805603,-0.5242270231246948
