Mplus1p-Bold,R
Prompt-Italic,R
-0.14629733562469482,-0.5590550899505615
0.17625217139720917,-0.5554177165031433
0.3346148729324341,-0.49992111325263977
0.41562288999557495,-0.38342365622520447
0.42589306831359863,-0.2470877766609192
0.3843817114830017,-0.09851578623056412
0.2657144367694855,0.01637740060687065
0.09727907925844193,0.05876045674085617
-0.16418494284152985,0.05372140184044838
-0.16165153682231903,0.054332226514816284
0.04553437978029251,0.05527853965759277
0.10452445596456528,0.08778145164251328
0.19612589478492737,0.2913259267807007
0.27152371406555176,0.5000291466712952
0.3448362350463867,0.5827099084854126
0.3102291524410248,0.5553655028343201
0.2464226931333542,0.4327901303768158
0.178888201713562,0.4153288006782532
0.04576827958226204,0.47435227036476135
-0.10414250195026398,0.5185105800628662
-0.23958449065685272,0.5153809189796448
-0.3367607593536377,0.4984777271747589
-0.3898859918117523,0.5358959436416626
-0.40841376781463623,0.5827760696411133
-0.3900270462036133,0.5324417948722839
-0.36445868015289307,0.35730335116386414
-0.31840527057647705,0.10208411514759064
-0.2786295413970947,-0.21719661355018616
-0.25547635555267334,-0.45426511764526367
-0.23202843964099884,-0.5323212742805481
