Mplus1p-Bold,R
Prompt-Italic,R
-0.2033044695854187,-0.5783827304840088
0.0947956070303917,-0.5759231448173523
0.24451585114002228,-0.5244101285934448
0.3314279019832611,-0.4170745313167572
0.35404032468795776,-0.28411343693733215
0.32996904850006104,-0.1319693922996521
0.24022822082042694,-0.009769489988684654
0.09370537102222443,0.03612075001001358
-0.1621200293302536,0.037751927971839905
-0.17523004114627838,0.03843604028224945
0.009764847345650196,0.0363394170999527
0.0883178561925888,0.03462056815624237
0.17083866894245148,0.15241006016731262
0.2669192850589752,0.37815144658088684
0.3277072608470917,0.523068904876709
0.35023951530456543,0.5430092811584473
0.29551929235458374,0.4565396010875702
0.22742779552936554,0.41508951783180237
0.11190982162952423,0.45214420557022095
-0.02785949967801571,0.5020750761032104
-0.16951283812522888,0.5187784433364868
-0.27279961109161377,0.5017768144607544
-0.3159742057323456,0.5098238587379456
-0.3259733319282532,0.5344474911689758
-0.32946649193763733,0.4772186875343323
-0.32554319500923157,0.2633453607559204
-0.31999635696411133,-0.07965992391109467
-0.3203825056552887,-0.3826514482498169
-0.31187182664871216,-0.5074781775474548
-0.2864682674407959,-0.5530440807342529
