Mplus1p-Bold,R
Prompt-Italic,R
-0.16923010349273682,-0.5667250752449036
0.14148791134357452,-0.5633538961410522
0.29587775468826294,-0.5095463991165161
0.38045939803123474,-0.396244078874588
0.3965822458267212,-0.2608884871006012
0.363239049911499,-0.1109730526804924
0.25703707337379456,0.005551897920668125
0.0984678715467453,0.04934786260128021
-0.16203942894935608,0.04681462049484253
-0.16870754957199097,0.046892501413822174
0.029989300295710564,0.04694027826189995
0.09604068845510483,0.06075933948159218
0.18448615074157715,0.2289421409368515
0.26932910084724426,0.4535229802131653
0.33631354570388794,0.5603492259979248
0.33094969391822815,0.5525401830673218
0.2661133110523224,0.4427201449871063
0.1990748941898346,0.4134751856327057
0.0748571902513504,0.46459999680519104
-0.0730375424027443,0.5129284858703613
-0.21129079163074493,0.5169265866279602
-0.3124670088291168,0.49748489260673523
-0.36278629302978516,0.5203681588172913
-0.375623494386673,0.5618617534637451
-0.3693675696849823,0.5080832242965698
-0.3492414951324463,0.32071712613105774
-0.31112706661224365,0.04694037511944771
-0.28941014409065247,-0.2737521827220917
-0.2761841118335724,-0.47426295280456543
-0.2545327842235565,-0.539394199848175
