Mplus1p-Bold,R
Prompt-Italic,R
-0.15762829780578613,-0.56285160779953
0.158736452460289,-0.5593241453170776
0.3149872124195099,-0.5046532154083252
0.3979712724685669,-0.3896469473838806
0.41130343079566956,-0.2537691295146942
0.374061644077301,-0.10457528382539749
0.2617521584033966,0.010923483408987522
0.09848716109991074,0.054034821689128876
-0.16274893283843994,0.05021393299102783
-0.16544240713119507,0.05046744644641876
0.0378313772380352,0.05101624131202698
0.1000397801399231,0.07323578745126724
0.1902715563774109,0.2594022750854492
0.2703583836555481,0.47760525345802307
0.34058845043182373,0.5719543695449829
0.3213934898376465,0.5542941689491272
0.2562195360660553,0.43764564394950867
0.18908625841140747,0.4141400158405304
0.06064388155937195,0.46946802735328674
-0.08859454095363617,0.5159581899642944
-0.22532248497009277,0.5161168575286865
-0.3245806396007538,0.4975305497646332
-0.37618404626846313,0.5273903608322144
-0.3915371298789978,0.5724002122879028
-0.37972354888916016,0.520714521408081
-0.3573499917984009,0.3394448161125183
-0.3142576515674591,0.07702319324016571
-0.2830922603607178,-0.24306586384773254
-0.2654276192188263,-0.4637148082256317
-0.2433004230260849,-0.5356464982032776
