Mplus1p-Bold,R
Prompt-Italic,R
-0.1922711580991745,-0.5745322704315186
0.10915287584066391,-0.5716861486434937
0.2604317367076874,-0.5194952487945557
0.34699228405952454,-0.4100862443447113
0.36775967478752136,-0.2761690020561218
0.340994656085968,-0.12472926825284958
0.24609781801700592,-0.004828944336622953
0.09579982608556747,0.04034504294395447
-0.16195471584796906,0.04054722189903259
-0.1736540049314499,0.040854521095752716
0.015576093457639217,0.03957970812916756
0.09011925756931305,0.04169277846813202
0.17453032732009888,0.17504841089248657
0.2675524353981018,0.4031248092651367
0.32968470454216003,0.5356941819190979
0.3452802300453186,0.5469376444816589
0.2859238386154175,0.4525104761123657
0.21836470067501068,0.41393184661865234
0.10064086318016052,0.4557117223739624
-0.04236076399683952,0.5057501792907715
-0.18342876434326172,0.5183349251747131
-0.2868804633617401,0.49972376227378845
-0.33301058411598206,0.5116773843765259
-0.342071533203125,0.542981743812561
-0.34148579835891724,0.48667797446250916
-0.32986724376678467,0.2819664180278778
-0.31445029377937317,-0.03925051540136337
-0.31037187576293945,-0.3518555760383606
-0.30125313997268677,-0.49827414751052856
-0.2772696614265442,-0.5485052466392517
