Mplus1p-Bold,R
Prompt-Italic,R
-0.12544091045856476,-0.5518386960029602
0.211656391620636,-0.5480391979217529
0.37397509813308716,-0.4912678003311157
0.45001137256622314,-0.372378945350647
0.45361751317977905,-0.23500119149684906
0.40278196334838867,-0.08719047904014587
0.271018385887146,0.027488337829709053
0.09100427478551865,0.0680936798453331
-0.1692952811717987,0.060797642916440964
-0.15216396749019623,0.0625782310962677
0.05910593643784523,0.06405015289783478
0.11401433497667313,0.12244100868701935
0.20655189454555511,0.3559845983982086
0.27480754256248474,0.5382765531539917
0.351078063249588,0.6008658409118652
0.2843964397907257,0.5557053089141846
0.2275683432817459,0.4244157373905182
0.1580834835767746,0.4189055263996124
0.01547161489725113,0.4834786653518677
-0.1345815807580948,0.5224699974060059
-0.2681396007537842,0.5145727396011353
-0.36117023229599,0.5033389329910278
-0.41922667622566223,0.5559738874435425
-0.44459277391433716,0.6013725399971008
-0.4127228260040283,0.5515784025192261
-0.37899649143218994,0.3894844055175781
-0.32777273654937744,0.14617568254470825
-0.27281472086906433,-0.17334610223770142
-0.23677100241184235,-0.4373457133769989
-0.20894339680671692,-0.526642918586731
