Mplus1p-Bold,R
Prompt-Italic,R
-0.2138006091117859,-0.5821407437324524
0.08190081268548965,-0.5801568627357483
0.22990716993808746,-0.52921462059021
0.3167654573917389,-0.42397406697273254
0.3409322202205658,-0.2921311557292938
0.31920871138572693,-0.13936886191368103
0.23429033160209656,-0.014520727097988129
0.09145133942365646,0.03210882842540741
-0.1621394157409668,0.035215191543102264
-0.1761152148246765,0.036405254155397415
0.005192257463932037,0.033372651785612106
0.08723875880241394,0.028763901442289352
0.1681215763092041,0.13276571035385132
0.2665562629699707,0.3539442718029022
0.3264392018318176,0.5103436708450317
0.3536984622478485,0.5381968021392822
0.30429747700691223,0.4594227969646454
0.235537588596344,0.4167400598526001
0.12140188366174698,0.44942817091941833
-0.015385046601295471,0.49873021245002747
-0.1572253406047821,0.5188358426094055
-0.26017695665359497,0.5038147568702698
-0.30199724435806274,0.5081607103347778
-0.3158740699291229,0.5248494148254395
-0.32377633452415466,0.4634525775909424
-0.3245634138584137,0.24050462245941162
-0.3240036964416504,-0.11320947855710983
-0.326887309551239,-0.4029793441295624
-0.3189866542816162,-0.5138252973556519
-0.29280635714530945,-0.5568511486053467
