Dhyana-Bold,Y
Cabin[wdth,wght],Y
-0.005357506684958935,0.5302932262420654
-0.011344884522259235,0.11972744762897491
0.4021890163421631,-0.5978031754493713
0.4607044756412506,-0.6719070672988892
0.39784613251686096,-0.6237974166870117
0.3726055324077606,-0.5642343163490295
0.30445578694343567,-0.43397852778434753
0.22444090247154236,-0.26877495646476746
0.14647793769836426,-0.12563540041446686
0.08734094351530075,-0.036321673542261124
0.05180317535996437,0.010813633911311626
0.029802067205309868,0.03522635996341705
0.011082581244409084,0.04803500324487686
-0.007838018238544464,0.05249469727277756
-0.02780141495168209,0.047013282775878906
-0.05059099942445755,0.027968725189566612
-0.07873962074518204,-0.008855356834828854
-0.11480879783630371,-0.0673270896077156
-0.16115714609622955,-0.15022674202919006
-0.21891525387763977,-0.25750309228897095
-0.282995343208313,-0.37983301281929016
-0.33748969435691833,-0.4848448932170868
-0.3741621673107147,-0.5520082712173462
-0.40002354979515076,-0.5927338600158691
-0.4225625693798065,-0.6244158744812012
-0.44475919008255005,-0.6495007276535034
-0.46561992168426514,-0.6637702584266663
-0.47869673371315,-0.6692526340484619
-0.4769640862941742,-0.6689407825469971
-0.4592963457107544,-0.6643871068954468
