Dhyana-Bold,Y
Cabin[wdth,wght],Y
-0.008696837350726128,0.5423495769500732
-0.010038947686553001,0.08470971882343292
0.3787132203578949,-0.5228618383407593
0.43887436389923096,-0.5773712396621704
0.3862154185771942,-0.5336191058158875
0.3426012694835663,-0.4840448796749115
0.2776676118373871,-0.36928921937942505
0.2000446319580078,-0.2295372039079666
0.12437956035137177,-0.10866783559322357
0.06772328168153763,-0.02912902645766735
0.03543349355459213,0.012602586299180984
0.01861121691763401,0.031618453562259674
0.006796316709369421,0.03920481353998184
-0.005202469881623983,0.039806660264730453
-0.019473042339086533,0.03295797109603882
-0.03826391324400902,0.015700915828347206
-0.06413053721189499,-0.015700383111834526
-0.09876991808414459,-0.06461958587169647
-0.14315210282802582,-0.1334928572177887
-0.1978362500667572,-0.22222833335399628
-0.25965258479118347,-0.32489681243896484
-0.3159516751766205,-0.41792261600494385
-0.35730117559432983,-0.4793982207775116
-0.3892546594142914,-0.5169495344161987
-0.4179897606372833,-0.5455509424209595
-0.44478049874305725,-0.5691655874252319
-0.4679579436779022,-0.5842870473861694
-0.48284822702407837,-0.5910705924034119
-0.48656824231147766,-0.5918717384338379
-0.48019659519195557,-0.5883368253707886
