Dhyana-Bold,Y
Cabin[wdth,wght],Y
-0.004658854566514492,0.5258178114891052
-0.011588606052100658,0.12735848128795624
0.40536707639694214,-0.6124409437179565
0.4646103084087372,-0.6901367902755737
0.396821528673172,-0.6430542469024658
0.3773568868637085,-0.581741452217102
0.308572918176651,-0.44837814569473267
0.22850924730300903,-0.27698612213134766
0.15068505704402924,-0.12887810170650482
0.09153558313846588,-0.03806869313120842
0.05550141632556915,0.009819080121815205
0.03231992945075035,0.035128165036439896
0.011866539716720581,0.048805806785821915
-0.008783931843936443,0.053832270205020905
-0.03015456721186638,0.04847196117043495
-0.053952332586050034,0.02904094196856022
-0.08275631815195084,-0.008888338692486286
-0.11936373263597488,-0.06957372277975082
-0.16645511984825134,-0.1561552733182907
-0.22509518265724182,-0.2684359848499298
-0.28932344913482666,-0.39568179845809937
-0.34261995553970337,-0.5035362243652344
-0.37757864594459534,-0.5717660188674927
-0.40204063057899475,-0.6131194233894348
-0.42401793599128723,-0.6457210183143616
-0.44674327969551086,-0.6706637740135193
-0.46882718801498413,-0.6841827630996704
-0.4818764328956604,-0.6890590786933899
-0.4765922427177429,-0.6880947947502136
-0.45202603936195374,-0.6829577684402466
