Dhyana-Bold,Y
Cabin[wdth,wght],Y
-0.007837535813450813,0.5402549505233765
-0.010333788581192493,0.09350723028182983
0.38606640696525574,-0.5438175201416016
0.44546690583229065,-0.6034120321273804
0.3914479911327362,-0.5572496652603149
0.3514648973941803,-0.5051493644714355
0.28582271933555603,-0.3865061104297638
0.20743674039840698,-0.24054014682769775
0.13080139458179474,-0.11379005014896393
0.0731009840965271,-0.031073182821273804
0.03972216323018074,0.012507129460573196
0.021497678011655807,0.03317377343773842
0.007964580319821835,0.04229619354009628
-0.0057283383794128895,0.04403892904520035
-0.02136986143887043,0.03758334368467331
-0.0411125086247921,0.019765162840485573
-0.06750930845737457,-0.01318299025297165
-0.10242878645658493,-0.06459904462099075
-0.14716103672981262,-0.13687977194786072
-0.20249691605567932,-0.23002566397190094
-0.2650560140609741,-0.3376416563987732
-0.321351021528244,-0.4338514506816864
-0.3619387149810791,-0.49692410230636597
-0.39245542883872986,-0.5354366302490234
-0.4191324710845947,-0.5648137331008911
-0.4438607692718506,-0.5889806747436523
-0.4656149744987488,-0.6041215658187866
-0.47984760999679565,-0.6107181310653687
-0.4828699827194214,-0.611424446105957
-0.47505274415016174,-0.6078476905822754
