Dhyana-Bold,Y
Cabin[wdth,wght],Y
-0.006125574465841055,0.5342340469360352
-0.01104048453271389,0.11145459860563278
0.3978615403175354,-0.581472635269165
0.4563367962837219,-0.651245653629303
0.39731353521347046,-0.6028772592544556
0.3666519522666931,-0.5455442070960999
0.29930222034454346,-0.41891857981681824
0.21963131427764893,-0.260097861289978
0.1418226957321167,-0.12216509133577347
0.08290302753448486,-0.03461932763457298
0.04793727397918701,0.011599834077060223
0.027135366573929787,0.034952595829963684
0.010141714476048946,0.046705424785614014
-0.007033923175185919,0.05041169375181198
-0.025555968284606934,0.04467972368001938
-0.047325026243925095,0.02599550597369671
-0.07486439496278763,-0.009667833335697651
-0.11049440503120422,-0.06589315086603165
-0.15622170269489288,-0.14522451162338257
-0.21313691139221191,-0.2476820945739746
-0.27687686681747437,-0.36514291167259216
-0.3322669565677643,-0.46727150678634644
-0.37047266960144043,-0.5331723690032959
-0.3978610634803772,-0.5732296705245972
-0.42141151428222656,-0.6040897369384766
-0.4438457190990448,-0.6290082931518555
-0.4643746316432953,-0.6437411308288574
-0.47765520215034485,-0.6496880054473877
-0.4781273603439331,-0.6498441696166992
-0.46499282121658325,-0.6457525491714478
