Dhyana-Bold,Y
Cabin[wdth,wght],Y
-0.002683645114302635,0.4987354278564453
-0.01128402166068554,0.16015830636024475
0.4053918421268463,-0.6626150608062744
0.47783470153808594,-0.7508666515350342
0.37391921877861023,-0.7149108648300171
0.38569608330726624,-0.6521435976028442
0.3170156478881836,-0.5134613513946533
0.2412417083978653,-0.3174315392971039
0.1676236093044281,-0.14660882949829102
0.11022195965051651,-0.04894135147333145
0.07146096229553223,0.00189575320109725
0.041416775435209274,0.02975044958293438
0.01161167398095131,0.04513903334736824
-0.017285846173763275,0.050143513828516006
-0.044950760900974274,0.04266701266169548
-0.07387483865022659,0.018491756170988083
-0.10769906640052795,-0.02860257402062416
-0.15062367916107178,-0.1059373989701271
-0.2059587985277176,-0.21904122829437256
-0.270844042301178,-0.36206740140914917
-0.3314366042613983,-0.5080317258834839
-0.3730371296405792,-0.613808274269104
-0.39854899048805237,-0.6748069524765015
-0.42178213596343994,-0.7173097133636475
-0.4560934901237488,-0.7430523633956909
-0.507226824760437,-0.7536149621009827
-0.5478768348693848,-0.7563806772232056
-0.5202224850654602,-0.750853955745697
-0.41935500502586365,-0.7396153211593628
-0.3147897720336914,-0.7339030504226685
