Dhyana-Bold,Y
Cabin[wdth,wght],Y
-0.0035130861215293407,0.515654981136322
-0.011811474338173866,0.14114902913570404
0.4082469642162323,-0.6368288993835449
0.471222847700119,-0.7197871208190918
0.3906095027923584,-0.676408588886261
0.3834012746810913,-0.6132091283798218
0.3140321373939514,-0.47564437985420227
0.23485927283763885,-0.2928774356842041
0.15812675654888153,-0.13536538183689117
0.09940184652805328,-0.04193417355418205
0.062395673245191574,0.007184624206274748
0.036724191159009933,0.03384591266512871
0.012677297927439213,0.04868350550532341
-0.011369064450263977,0.05421377345919609
-0.03539666160941124,0.048537738621234894
-0.061189621686935425,0.02790193445980549
-0.09158627688884735,-0.012638033367693424
-0.12986700236797333,-0.07840244472026825
-0.17920716106891632,-0.1735619306564331
-0.24001771211624146,-0.2971206307411194
-0.30392932891845703,-0.43432968854904175
-0.3537321090698242,-0.546483039855957
-0.38478919863700867,-0.6149773597717285
-0.40717455744743347,-0.6573476791381836
-0.43005090951919556,-0.6914694309234619
-0.4577065408229828,-0.713835597038269
-0.48676183819770813,-0.7244799137115479
-0.4987068474292755,-0.7271674871444702
-0.47505587339401245,-0.7232141494750977
-0.422133207321167,-0.7160142660140991
