Dhyana-Bold,Y
Cabin[wdth,wght],Y
-0.004038501996546984,0.5209059715270996
-0.011751133017241955,0.1344461441040039
0.4073713719844818,-0.6254265308380127
0.46812236309051514,-0.7060259580612183
0.3943541646003723,-0.6605759859085083
0.38092711567878723,-0.5980546474456787
0.31173115968704224,-0.4622354805469513
0.23194819688796997,-0.2849576473236084
0.15454281866550446,-0.1320755034685135
0.09554247558116913,-0.03992582857608795
0.0590333417057991,0.00860949233174324
0.034643884748220444,0.03466465696692467
0.012423131614923477,0.04901862144470215
-0.009937495924532413,0.05440489575266838
-0.03266536071896553,0.048990968614816666
-0.05746031180024147,0.029060129076242447
-0.0869993343949318,-0.010050867684185505
-0.12431428581476212,-0.07308728247880936
-0.1723622828722,-0.16366484761238098
-0.23199079930782318,-0.2813122272491455
-0.2961730360984802,-0.4135698080062866
-0.3479280471801758,-0.523997962474823
-0.38100579380989075,-0.5928257703781128
-0.40427395701408386,-0.6347366571426392
-0.42627981305122375,-0.6682722568511963
-0.45063287019729614,-0.6924492716789246
-0.47525641322135925,-0.7048236727714539
-0.4882650375366211,-0.7089180946350098
-0.4766499996185303,-0.7069929838180542
-0.4409483075141907,-0.7011278867721558
