Dhyana-Bold,Y
Cabin[wdth,wght],Y
-0.00695840222761035,0.5375629663467407
-0.010693276301026344,0.10260818898677826
0.39246127009391785,-0.5634472370147705
0.4513176679611206,-0.6282760500907898
0.3951743245124817,-0.5805429220199585
0.3595564663410187,-0.5257726311683655
0.29307910799980164,-0.4030994176864624
0.21398070454597473,-0.2507343292236328
0.1366196572780609,-0.11827012151479721
0.07816712558269501,-0.032890282571315765
0.04390500485897064,0.012170772068202496
0.024355527013540268,0.034281209111213684
0.00909165758639574,0.044800516217947006
-0.006335060112178326,0.04759131371974945
-0.023405829444527626,0.0415218360722065
-0.04415179789066315,0.023234426975250244
-0.0711086317896843,-0.01114190835505724
-0.10635935515165329,-0.06501300632953644
-0.15154728293418884,-0.14080193638801575
-0.2076442986726761,-0.23854486644268036
-0.2708645462989807,-0.3511081039905548
-0.326857328414917,-0.4503283202648163
-0.36638426780700684,-0.5148668885231018
-0.39535269141197205,-0.5542018413543701
-0.4202944338321686,-0.584312915802002
-0.44358310103416443,-0.6089115142822266
-0.464443176984787,-0.6239209175109863
-0.4781205654144287,-0.6302319765090942
-0.4800897240638733,-0.6307183504104614
-0.47008636593818665,-0.6269509792327881
