OpenSansCondensed-Bold,C
CreteRound-Regular,C
0.38428518176078796,0.47076141834259033
0.399234801530838,0.44817182421684265
0.3917366862297058,0.45439618825912476
0.3600913882255554,0.5055378079414368
0.31725093722343445,0.5374579429626465
0.2500201165676117,0.5587322115898132
0.16375742852687836,0.5732908844947815
0.06455638259649277,0.5739831924438477
-0.0505334697663784,0.5577640533447266
-0.15722689032554626,0.5072540044784546
-0.24083462357521057,0.4185866415500641
-0.29702723026275635,0.3015311658382416
-0.3280841112136841,0.15773144364356995
-0.33716055750846863,0.006586798932403326
-0.32342448830604553,-0.12731659412384033
-0.2885679304599762,-0.24325266480445862
-0.23728147149085999,-0.34302911162376404
-0.17722398042678833,-0.41882771253585815
-0.11698202043771744,-0.46917131543159485
-0.06027800589799881,-0.5003524422645569
-0.0007000992773100734,-0.5202946662902832
0.07092835009098053,-0.5320454239845276
0.14957235753536224,-0.5319567322731018
0.2236953228712082,-0.5187001824378967
0.2848482131958008,-0.4960167706012726
0.3295915126800537,-0.46819671988487244
0.3584417700767517,-0.4387122094631195
0.37410885095596313,-0.40886810421943665
0.3806806206703186,-0.37861916422843933
0.38289791345596313,-0.34684520959854126
